,Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,Risk
1018,37,male,2,free,little,NA,1819,36,education,bad
1019,25,female,2,own,NA,NA,2394,36,radio/TV,good
1020,30,female,2,own,little,NA,8133,36,car,good
1021,46,male,1,rent,NA,NA,730,7,radio/TV,good
1022,51,male,3,free,little,little,1164,8,vacation/others,good
1023,41,female,1,own,little,moderate,5954,42,business,good
1024,40,male,3,own,NA,little,1977,36,education,bad
1025,66,male,3,free,little,little,1526,12,car,good
1026,34,male,2,own,little,little,3965,42,radio/TV,bad
1027,51,male,2,own,little,moderate,4771,11,radio/TV,good
1028,39,male,1,own,NA,NA,9436,54,car,good
1029,22,male,2,own,little,moderate,3832,30,furniture/equipment,good
1030,44,female,2,own,NA,NA,5943,24,radio/TV,bad
1031,47,male,2,own,quite rich,NA,1213,15,radio/TV,good
1032,24,female,1,rent,moderate,NA,1568,18,business,good
1033,58,female,1,own,little,little,1755,24,vacation/others,good
1034,52,male,1,own,little,little,2315,10,radio/TV,good
1035,29,female,3,own,little,NA,1412,12,business,good
1036,27,female,2,own,little,moderate,1295,18,furniture/equipment,good
1037,47,male,2,free,moderate,moderate,12612,36,education,bad
1038,30,male,3,own,moderate,little,2249,18,car,good
1039,28,male,2,own,little,little,1108,12,repairs,bad
1040,56,male,2,own,little,NA,618,12,radio/TV,good
1041,54,male,2,own,little,little,1414,12,car,good
1042,33,female,1,own,NA,NA,802,12,radio/TV,bad
1043,20,male,2,rent,NA,rich,3622,24,furniture/equipment,good
1044,54,male,2,own,rich,moderate,1323,12,car,good
1045,58,male,2,rent,little,moderate,15950,54,business,bad
1046,61,female,2,own,NA,NA,2017,12,education,good
1047,34,male,2,own,moderate,moderate,2627,18,business,good
1048,36,male,2,own,little,moderate,2342,36,radio/TV,good
1049,36,male,3,rent,NA,moderate,7062,20,car,good
1050,41,male,1,rent,moderate,NA,1474,24,car,good
1051,24,male,2,rent,little,moderate,2328,36,radio/TV,good
1052,24,female,2,own,little,NA,937,6,radio/TV,good
1053,35,male,2,rent,little,moderate,1924,9,furniture/equipment,good
1054,26,male,2,rent,NA,NA,2450,12,car,good
1055,39,male,3,own,little,moderate,11943,24,vacation/others,bad
1056,39,male,3,own,little,NA,6463,18,car,bad
1057,32,male,2,own,little,moderate,6083,12,car,good
1058,30,female,2,own,NA,little,7726,24,furniture/equipment,good
1059,35,male,2,own,quite rich,moderate,1415,14,business,good
1060,31,male,2,own,moderate,moderate,1454,6,business,good
1061,23,female,2,rent,little,rich,397,15,education,good
1062,28,male,1,rent,little,moderate,6265,18,car,good
1063,25,female,2,own,little,NA,7860,36,car,bad
1064,35,male,2,own,quite rich,little,1685,12,radio/TV,good
1065,47,male,2,own,NA,NA,3583,48,radio/TV,good
1066,30,female,3,own,NA,little,7179,42,radio/TV,bad
1067,27,female,2,rent,NA,little,2137,10,furniture/equipment,good
1068,23,female,2,own,quite rich,little,4286,33,furniture/equipment,bad
1069,36,male,3,own,quite rich,moderate,2371,12,car,good
1070,25,female,2,own,little,little,1840,21,radio/TV,bad
1071,41,female,3,rent,little,NA,3873,24,car,good
1072,24,male,1,rent,little,NA,1773,12,furniture/equipment,good
1073,63,male,2,free,little,rich,786,10,car,good
1074,27,female,2,rent,NA,moderate,1929,18,furniture/equipment,bad
1075,30,male,2,own,little,little,2126,12,car,good
1076,40,male,1,own,little,little,706,12,radio/TV,good
1077,30,male,2,own,little,moderate,644,12,repairs,bad
1078,34,male,3,own,little,moderate,1865,12,car,good
1079,29,female,2,own,little,little,3504,12,car,bad
1080,24,female,2,own,NA,moderate,8492,48,car,good
1081,29,male,2,own,little,little,6892,36,education,bad
1082,27,male,1,own,little,NA,2713,15,furniture/equipment,good
1083,47,male,2,free,little,NA,1989,18,furniture/equipment,good
1084,21,female,2,own,moderate,NA,10149,60,radio/TV,good
1085,38,female,2,own,NA,NA,1245,12,radio/TV,good
1086,27,male,2,own,rich,NA,8618,27,car,good
1087,66,male,1,own,quite rich,moderate,771,12,radio/TV,bad
1088,35,male,2,own,NA,moderate,2733,15,radio/TV,good
1089,44,female,1,rent,little,rich,1886,12,radio/TV,good
1090,27,male,0,own,rich,rich,714,6,car,good
1091,30,female,3,own,little,moderate,4800,36,radio/TV,good
1092,27,male,3,own,little,little,3421,27,radio/TV,good
1093,22,male,2,own,little,little,2467,18,furniture/equipment,bad
1094,23,female,2,own,little,NA,2293,21,furniture/equipment,good
1095,30,male,2,own,moderate,moderate,3571,48,business,good
1096,39,female,2,own,little,little,865,6,car,good
1097,51,female,2,own,moderate,NA,687,12,car,good
1098,28,male,2,own,little,little,5376,36,furniture/equipment,good
1099,46,male,2,own,rich,NA,1587,18,radio/TV,good
1100,42,male,2,free,moderate,NA,1351,6,radio/TV,good
1101,38,male,2,own,little,NA,1929,10,radio/TV,good
1102,24,male,2,own,little,rich,5853,36,radio/TV,good
1103,29,female,2,rent,rich,moderate,7763,24,car,good
1104,36,male,3,rent,moderate,moderate,6972,24,business,good
1105,20,female,2,rent,little,little,1287,12,furniture/equipment,bad
1106,48,male,2,own,moderate,little,1293,9,repairs,good
1107,45,male,1,own,little,little,344,12,education,good
1108,38,male,2,own,moderate,moderate,3517,24,car,good
1109,34,male,1,own,NA,NA,1903,6,radio/TV,good
1110,36,male,2,own,moderate,NA,2877,24,radio/TV,good
1111,30,female,2,own,little,NA,1060,18,car,good
1112,36,male,2,own,quite rich,NA,1267,15,domestic appliances,good
1113,70,male,3,free,little,moderate,7313,10,car,good
1114,36,male,2,own,quite rich,NA,914,36,car,good
1115,32,male,2,own,quite rich,NA,2983,6,furniture/equipment,good
1116,33,female,2,own,little,little,1136,18,furniture/equipment,bad
1117,20,female,2,own,rich,moderate,1582,11,furniture/equipment,good
1118,25,female,2,rent,little,NA,3977,24,furniture/equipment,good
1119,31,male,2,own,little,moderate,1940,24,business,bad
1120,33,male,2,rent,little,little,955,15,car,bad
1121,26,female,2,own,little,NA,768,12,furniture/equipment,good
1122,34,female,3,own,little,moderate,2069,24,furniture/equipment,bad
1123,33,male,2,own,little,moderate,1419,8,radio/TV,good
1124,26,male,2,own,little,little,3419,21,education,bad
1125,53,female,3,own,NA,NA,7490,30,car,bad
1126,42,male,2,own,little,little,2582,12,furniture/equipment,good
1127,52,male,2,own,quite rich,little,343,6,radio/TV,good
1128,31,male,3,rent,little,NA,1968,12,radio/TV,good
1129,65,male,2,own,little,little,576,21,car,good
1130,28,male,2,own,little,NA,9577,36,business,bad
1131,30,male,3,own,little,moderate,4460,36,business,bad
1132,40,male,1,own,NA,little,1652,21,car,bad
1133,50,male,2,own,rich,NA,3782,24,furniture/equipment,good
1134,36,male,2,own,little,moderate,889,18,car,bad
1135,31,male,2,own,little,NA,1365,15,radio/TV,good
1136,74,female,3,free,little,moderate,5134,9,car,bad
1137,68,male,0,free,little,moderate,1180,16,car,good
1138,20,male,2,own,moderate,little,679,12,radio/TV,bad
1139,33,female,2,own,little,moderate,3249,18,furniture/equipment,good
1140,54,male,3,own,rich,NA,4596,24,business,bad
1141,34,male,1,free,moderate,moderate,3849,48,business,bad
1142,36,male,2,own,little,moderate,3920,27,business,bad
1143,29,male,2,rent,little,NA,2113,6,radio/TV,good
1144,21,male,2,rent,moderate,moderate,3036,45,radio/TV,bad
1145,34,female,3,own,little,moderate,1506,9,education,bad
1146,28,female,2,own,little,NA,1387,6,radio/TV,good
1147,27,female,2,rent,moderate,moderate,956,12,furniture/equipment,bad
1148,36,male,2,free,NA,moderate,2765,24,car,good
1149,40,male,3,own,little,moderate,4302,18,furniture/equipment,bad
1150,52,male,2,own,quite rich,NA,941,9,education,good
1151,39,female,1,own,rich,little,671,6,car,good
1152,46,female,1,own,little,rich,2256,12,furniture/equipment,good
1153,24,female,2,own,little,moderate,2155,30,car,bad
1154,35,male,2,own,moderate,NA,4156,24,furniture/equipment,good
1155,24,male,2,own,NA,moderate,2035,9,furniture/equipment,good
1156,27,male,1,own,NA,moderate,7423,60,radio/TV,good
1157,35,male,1,own,little,NA,2689,24,radio/TV,good
1158,29,male,2,free,little,little,2154,12,radio/TV,bad
1159,23,female,2,own,moderate,NA,3817,15,car,good
1160,57,female,1,own,moderate,NA,1159,11,radio/TV,good
1161,27,male,2,own,little,little,1662,12,furniture/equipment,good
1162,55,female,2,own,little,little,1608,24,radio/TV,good
1163,36,male,3,free,little,little,5307,18,car,good
1164,57,female,1,free,little,NA,2753,12,education,good
1165,32,male,1,own,little,NA,1236,10,car,good
1166,37,male,2,own,little,moderate,807,15,radio/TV,bad
1167,36,male,2,own,NA,NA,6309,36,business,good
1168,38,female,2,own,little,NA,1538,24,radio/TV,good
1169,45,male,3,own,little,little,8983,14,car,bad
1170,25,male,2,own,NA,NA,1004,24,radio/TV,good
1171,32,male,2,own,NA,NA,2667,18,car,good
1172,37,female,2,rent,quite rich,NA,1407,12,furniture/equipment,good
1173,36,male,3,free,NA,moderate,12174,48,car,good
1174,28,male,2,own,little,moderate,3065,48,radio/TV,bad
1175,34,male,1,own,little,little,12003,30,repairs,bad
1176,32,male,2,own,little,NA,2702,9,radio/TV,good
1177,26,female,2,own,little,NA,2409,18,radio/TV,good
1178,49,male,1,own,NA,little,1267,12,furniture/equipment,good
1179,32,female,2,own,little,NA,4616,6,furniture/equipment,bad
1180,29,male,3,rent,moderate,NA,1906,24,radio/TV,good
1181,23,male,2,rent,rich,NA,3373,15,car,good
1182,50,male,2,own,little,NA,1579,12,furniture/equipment,good
1183,49,male,1,own,NA,rich,1450,18,radio/TV,good
1184,63,male,2,own,NA,NA,1525,15,furniture/equipment,good
1185,37,male,2,own,moderate,moderate,3883,24,car,good
1186,35,female,1,own,little,little,10727,47,car,good
1187,26,male,2,own,little,little,4793,48,car,good
1188,31,male,3,free,moderate,moderate,7587,48,vacation/others,good
1189,49,female,2,own,little,moderate,1097,12,radio/TV,good
1190,48,male,2,own,little,little,1029,24,radio/TV,bad
1191,26,male,2,own,little,NA,1081,12,business,good
1192,28,male,3,rent,little,moderate,9403,36,car,bad
1193,44,female,3,free,little,little,6424,24,car,good
1194,56,male,2,free,little,rich,4801,42,car,good
1195,46,male,3,own,NA,NA,7634,48,business,good
1196,26,female,2,own,little,moderate,9965,48,furniture/equipment,bad
1197,20,female,2,rent,NA,NA,4680,12,car,good
1198,45,male,1,own,NA,NA,1292,10,car,good
1199,43,male,2,own,little,NA,2520,18,furniture/equipment,good
1200,32,male,2,own,rich,moderate,2750,21,furniture/equipment,good
1201,54,female,0,own,little,NA,677,6,car,good
1202,42,female,2,own,little,moderate,3809,36,radio/TV,bad
1203,37,male,1,own,NA,rich,1349,24,car,bad
1204,49,male,2,own,little,little,1043,10,car,good
1205,44,male,2,free,quite rich,NA,10132,48,car,bad
1206,33,male,2,own,rich,NA,1548,6,furniture/equipment,good
1207,24,female,1,rent,NA,NA,4816,30,car,good
1208,33,male,1,own,moderate,little,732,12,radio/TV,bad
1209,24,female,2,own,little,moderate,1242,8,furniture/equipment,bad
1210,22,male,1,rent,little,moderate,281,9,car,good
1211,40,male,0,free,NA,moderate,5386,48,vacation/others,good
1212,25,male,2,own,moderate,NA,5516,24,furniture/equipment,good
1213,26,female,2,own,little,rich,3754,24,furniture/equipment,good
1214,25,male,1,own,little,moderate,690,12,car,bad
1215,29,male,1,own,NA,rich,1499,4,car,good
1216,31,male,2,own,little,little,2751,36,furniture/equipment,bad
1217,38,male,1,own,little,little,713,12,furniture/equipment,good
1218,48,female,1,own,NA,moderate,4356,24,furniture/equipment,good
1219,32,male,2,own,little,NA,706,12,education,good
1220,27,female,1,own,little,little,3648,15,furniture/equipment,good
1221,28,male,3,own,little,moderate,4254,30,car,bad
1222,32,male,2,own,little,little,1943,24,radio/TV,bad
1223,34,male,3,free,little,little,2915,24,car,good
1224,28,male,2,own,rich,little,2664,18,furniture/equipment,good
1225,36,female,2,own,little,NA,1033,18,car,good
1226,39,male,1,own,little,little,3403,8,car,good
1227,49,male,2,rent,NA,NA,5806,12,furniture/equipment,good
1228,34,female,2,own,rich,NA,1530,24,car,good
1229,31,male,2,own,little,rich,4478,36,radio/TV,good
1230,28,male,2,own,little,moderate,1073,6,radio/TV,good
1231,75,male,3,free,little,little,6620,24,car,good
1232,30,female,2,own,moderate,NA,1869,18,education,bad
1233,24,female,3,own,moderate,moderate,7413,60,car,bad
1234,24,female,1,rent,moderate,NA,11595,48,car,bad
1235,23,male,2,rent,little,little,4115,24,furniture/equipment,bad
1236,44,male,3,rent,little,little,3389,6,furniture/equipment,bad
1237,23,female,1,own,little,moderate,2106,13,radio/TV,good
1238,24,female,2,rent,NA,little,1280,15,domestic appliances,bad
1239,28,male,2,own,little,little,4174,24,furniture/equipment,good
1240,31,male,1,own,little,moderate,1526,10,furniture/equipment,good
1241,24,female,2,free,little,moderate,5748,24,education,good
1242,26,female,1,rent,little,little,3604,21,furniture/equipment,good
1243,25,male,2,rent,quite rich,moderate,3218,18,radio/TV,good
1244,34,male,3,own,little,moderate,4444,18,business,good
1245,38,male,1,own,little,rich,3954,10,car,good
1246,44,female,1,own,little,NA,1464,15,radio/TV,good
1247,24,male,2,own,little,moderate,887,13,radio/TV,good
1248,24,female,0,rent,quite rich,moderate,3763,24,radio/TV,good
1249,35,male,1,own,moderate,NA,1748,6,business,good
1250,33,male,2,free,rich,moderate,1141,9,education,bad
1251,24,female,2,rent,little,NA,1241,9,domestic appliances,good
1252,30,female,2,own,little,moderate,964,9,furniture/equipment,bad
1253,39,male,3,own,NA,NA,3234,18,car,good
1254,29,male,2,rent,little,little,6204,12,radio/TV,bad
1255,47,male,2,free,quite rich,NA,732,10,education,good
1256,24,male,1,own,little,moderate,1251,24,car,bad
1257,50,male,2,own,NA,NA,2336,12,radio/TV,good
1258,27,male,3,own,little,NA,4468,36,radio/TV,bad
1259,29,male,2,own,little,NA,781,12,radio/TV,good
1260,24,female,2,rent,little,little,2411,30,furniture/equipment,bad
1261,62,male,2,free,NA,moderate,1244,18,education,good
1262,38,male,3,own,NA,rich,3404,12,radio/TV,good
1263,37,female,2,own,little,rich,2252,12,car,good
1264,22,male,2,rent,little,NA,1771,6,furniture/equipment,good
1265,26,male,0,own,little,little,2478,18,furniture/equipment,bad
1266,37,male,2,own,little,NA,1547,12,business,good
1267,28,male,2,own,little,NA,3855,18,car,good
1268,23,female,2,rent,little,little,3655,18,furniture/equipment,good
1269,43,male,2,own,little,little,3451,36,furniture/equipment,bad
1270,41,female,2,rent,little,moderate,3006,18,furniture/equipment,good
1271,37,male,2,own,NA,NA,3084,36,car,good
1272,34,male,2,own,little,NA,6075,18,radio/TV,good
1273,24,female,2,rent,little,NA,2151,10,furniture/equipment,good
1274,64,male,3,free,NA,NA,13761,60,car,good
1275,61,female,3,free,moderate,moderate,14787,60,vacation/others,bad
1276,38,female,2,rent,little,little,7690,48,business,bad
1277,35,male,2,own,little,NA,2325,18,radio/TV,good
1278,37,male,2,free,NA,NA,851,7,radio/TV,good
1279,58,male,3,free,little,moderate,14323,36,car,bad
1280,53,female,1,own,moderate,NA,367,6,car,good
1281,40,male,2,own,NA,little,2217,20,furniture/equipment,good
1282,39,female,3,free,little,moderate,12981,18,car,bad
1283,26,female,2,rent,NA,NA,1288,22,car,good
1284,27,male,2,own,little,rich,1335,12,car,good
1285,27,male,1,own,moderate,NA,4277,30,business,good
1286,26,female,2,own,little,NA,2243,18,radio/TV,good
1287,22,female,2,rent,NA,NA,1131,18,radio/TV,good
1288,41,male,3,own,little,moderate,7379,18,furniture/equipment,good
1289,28,male,2,own,quite rich,moderate,2331,15,business,good
1290,28,female,2,own,little,NA,1454,9,business,good
1291,31,male,3,own,little,NA,1825,18,car,good
1292,20,female,1,rent,rich,moderate,988,12,furniture/equipment,good
1293,40,male,3,free,little,little,3254,36,car,good
1294,32,female,2,own,little,little,1962,6,radio/TV,good
1295,32,male,3,own,little,NA,2411,9,furniture/equipment,good
1296,33,male,2,rent,moderate,moderate,11765,39,education,good
1297,56,female,3,free,little,little,2583,12,furniture/equipment,good
1298,47,male,2,own,little,little,2353,36,furniture/equipment,good
1299,47,male,2,rent,little,moderate,1228,12,car,bad
1300,44,female,1,own,rich,NA,1521,24,radio/TV,good
1301,40,male,2,own,little,NA,1478,18,radio/TV,good
1302,29,male,2,own,NA,moderate,1892,18,business,good
1303,28,male,2,own,little,NA,8653,24,business,bad
1304,28,male,1,own,little,NA,807,14,car,good
1305,44,male,2,own,NA,moderate,2904,18,car,good
1306,23,male,2,own,little,moderate,2044,24,radio/TV,bad
1307,44,male,2,own,NA,NA,2202,24,car,good
1308,28,male,2,own,little,little,1058,15,radio/TV,good
1309,27,male,3,own,quite rich,NA,3240,24,radio/TV,good
1310,29,male,2,own,quite rich,rich,944,12,car,bad
1311,21,female,2,own,little,moderate,1972,24,radio/TV,good
1312,36,male,3,own,little,NA,7258,33,car,good
1313,31,female,3,own,little,moderate,5101,48,furniture/equipment,bad
1314,42,female,1,rent,NA,NA,1249,9,education,good
1315,35,female,2,own,little,little,1847,36,car,bad
1316,36,male,2,own,little,moderate,2581,7,radio/TV,good
1317,56,female,3,own,NA,rich,1429,12,furniture/equipment,good
1318,62,male,2,own,rich,moderate,1517,15,repairs,bad
1319,31,male,3,own,NA,NA,11059,36,car,good
1320,30,female,2,own,little,NA,523,6,radio/TV,good
1321,35,male,2,own,little,NA,2764,12,furniture/equipment,good
1322,36,male,3,own,little,NA,2675,24,car,good
1323,32,male,2,own,little,little,4822,24,car,bad
1324,30,female,3,own,little,NA,2684,24,car,good
1325,37,male,2,rent,little,little,3910,11,car,good
1326,36,male,2,free,little,little,3391,12,car,bad
1327,28,female,2,own,little,little,348,6,domestic appliances,good
1328,33,male,2,own,little,NA,4599,18,radio/TV,good
1329,38,male,2,own,little,little,3625,36,furniture/equipment,good
1330,37,male,2,own,little,little,1726,15,car,good
1331,35,female,3,rent,little,moderate,3022,12,furniture/equipment,good
1332,39,male,2,own,NA,moderate,759,12,education,good
1333,35,male,2,own,little,NA,1955,18,business,good
1334,64,male,2,own,little,little,2929,24,car,good
1335,30,female,1,rent,little,little,1664,24,radio/TV,bad
1336,33,male,2,own,NA,NA,7243,48,radio/TV,good
1337,27,female,2,own,little,NA,2769,33,business,good
1338,36,male,1,own,little,NA,4684,24,car,good
1339,23,male,2,rent,moderate,moderate,3097,24,radio/TV,bad
1340,24,female,2,own,little,little,453,6,education,bad
1341,29,male,1,own,little,little,659,9,car,bad
1342,37,male,3,own,NA,NA,1243,6,education,good
1343,34,male,2,own,little,moderate,1250,18,radio/TV,bad
1344,27,female,2,rent,little,little,3119,18,furniture/equipment,bad
1345,25,male,2,own,quite rich,NA,2574,39,car,good
1346,26,male,2,own,little,rich,5157,24,radio/TV,good
1347,40,male,1,own,moderate,moderate,1042,12,business,good
1348,45,male,2,own,little,little,1483,15,furniture/equipment,good
1349,24,female,1,own,little,moderate,3578,12,radio/TV,good
1350,27,male,2,own,little,moderate,1206,24,car,good
1351,58,female,2,rent,rich,little,3627,30,furniture/equipment,good
1352,31,female,2,own,rich,NA,965,15,furniture/equipment,good
1353,45,male,2,own,quite rich,NA,1168,12,car,good
1354,48,male,3,own,little,moderate,1214,6,car,bad
1355,53,male,2,own,little,NA,3082,12,radio/TV,good
1356,63,female,2,free,little,NA,3762,24,car,good
1357,36,male,1,rent,moderate,NA,1423,10,car,good
1358,27,male,2,rent,little,NA,3523,6,car,good
1359,27,male,2,own,little,NA,1939,12,radio/TV,good
1360,43,female,3,free,little,moderate,8323,27,business,bad
1361,28,female,2,own,moderate,NA,1242,6,radio/TV,good
1362,39,male,2,own,NA,moderate,373,6,radio/TV,good
1363,40,male,1,rent,little,little,2127,12,car,good
1364,21,male,2,own,NA,little,3001,24,furniture/equipment,bad
1365,30,male,3,rent,moderate,moderate,9039,36,furniture/equipment,bad
1366,41,male,2,own,little,NA,1590,24,furniture/equipment,good
1367,33,male,1,own,little,moderate,1306,18,radio/TV,good
1368,29,male,2,own,moderate,rich,1328,6,car,good
1369,28,female,2,own,little,little,3128,24,car,bad
1370,43,male,2,free,little,little,5498,36,car,good
1371,50,male,2,own,moderate,rich,1131,9,radio/TV,good
1372,39,male,2,own,moderate,moderate,1221,24,radio/TV,bad
1373,25,female,2,rent,little,little,1212,24,car,bad
1374,28,male,1,own,NA,NA,1314,10,car,bad
1375,37,male,2,own,quite rich,rich,2365,15,car,good
1376,35,male,3,own,moderate,moderate,6855,15,car,bad
1377,29,male,2,own,little,NA,1418,24,radio/TV,good
1378,46,male,3,own,moderate,NA,8593,39,car,good
1379,27,male,2,own,little,little,764,12,car,bad
1380,33,male,3,free,little,NA,4691,36,car,good
1381,27,male,2,rent,little,rich,2692,15,business,good
1382,21,male,2,rent,little,moderate,590,12,radio/TV,good
1383,55,male,2,own,NA,NA,2260,24,car,good
1384,38,female,2,own,little,little,614,6,car,good
1385,41,male,1,own,little,little,1366,6,car,good
1386,24,female,2,rent,little,NA,7132,36,furniture/equipment,bad
1387,44,male,2,own,moderate,little,1208,6,car,good
1388,37,male,2,free,NA,NA,705,6,radio/TV,good
1389,45,male,2,free,little,NA,5512,24,repairs,good
1390,25,female,2,own,little,little,3195,18,radio/TV,bad
1391,54,male,2,free,little,little,7124,48,furniture/equipment,bad
1392,24,female,2,own,moderate,NA,3493,24,car,good
1393,27,female,1,own,little,moderate,1118,18,radio/TV,good
1394,31,male,2,own,little,moderate,7971,26,car,good
1395,32,female,2,own,moderate,NA,1537,15,education,good
1396,43,male,1,own,little,NA,1508,4,radio/TV,good
1397,32,male,2,rent,little,little,2307,36,radio/TV,bad
1398,42,male,1,own,little,little,667,6,car,good
1399,33,male,2,own,little,moderate,2278,36,education,good
1400,29,female,2,rent,moderate,moderate,2636,15,car,bad
1401,42,male,2,rent,little,NA,1508,12,car,good
1402,27,male,2,own,moderate,NA,1318,24,radio/TV,good
1403,26,male,2,own,NA,NA,3112,24,radio/TV,good
1404,34,male,2,rent,little,rich,2326,21,education,bad
1405,76,female,3,own,NA,little,1381,6,car,good
1406,38,female,2,own,little,moderate,3619,18,furniture/equipment,good
1407,43,male,3,free,little,little,7770,48,car,bad
1408,46,female,1,own,little,rich,3056,18,furniture/equipment,good
1409,24,male,2,rent,little,moderate,1541,12,radio/TV,bad
1410,61,male,2,free,little,NA,2039,24,car,good
1411,32,male,2,own,NA,little,6357,30,furniture/equipment,bad
1412,35,male,1,own,little,rich,2871,18,furniture/equipment,bad
1413,62,male,1,own,little,NA,1262,12,car,good
1414,44,male,2,free,little,little,1340,24,car,bad
1415,38,female,2,own,little,NA,2029,24,car,good
1416,33,male,2,own,little,NA,1559,24,radio/TV,good
1417,25,female,1,own,little,little,633,12,radio/TV,bad
1418,36,male,2,free,NA,NA,8865,48,car,good
1419,24,female,2,own,NA,NA,1003,12,repairs,good
1420,46,male,1,own,quite rich,NA,1757,6,radio/TV,good
1421,35,male,2,own,little,little,7006,48,radio/TV,bad
1422,28,male,2,own,moderate,moderate,2002,12,car,good
1423,68,female,3,own,little,moderate,1206,9,education,good
1424,23,male,2,own,little,moderate,1338,12,radio/TV,bad
1425,29,female,2,own,moderate,moderate,2285,18,car,bad
1426,30,female,2,own,NA,NA,5010,21,car,bad
1427,28,male,2,own,little,little,3559,24,furniture/equipment,bad
1428,32,male,1,own,little,moderate,1935,18,furniture/equipment,bad
1429,50,male,2,free,NA,little,2971,24,car,good
1430,25,male,1,rent,little,little,1553,24,radio/TV,bad
1431,30,female,2,own,little,rich,690,6,radio/TV,good
1432,38,male,2,free,NA,moderate,12396,36,car,bad
1433,38,male,3,own,NA,moderate,4719,24,business,good
1434,24,female,2,rent,moderate,moderate,1560,24,radio/TV,good
1435,37,male,2,own,little,little,1379,12,car,bad
1436,35,male,2,own,rich,NA,2585,24,radio/TV,good
1437,42,male,2,own,NA,moderate,3986,48,radio/TV,good
1438,32,female,2,own,little,little,6765,48,radio/TV,bad
1439,24,female,1,rent,little,little,3241,24,furniture/equipment,bad
1440,39,male,2,own,little,NA,5961,30,radio/TV,good
1441,27,female,3,rent,NA,NA,5440,24,car,good
1442,23,female,1,own,little,little,813,15,business,good
1443,28,male,1,own,little,moderate,1089,9,radio/TV,good
1444,25,female,2,own,little,NA,2795,15,furniture/equipment,good
1445,28,female,2,own,little,moderate,2937,12,radio/TV,good
1446,34,female,2,own,NA,NA,1934,24,education,good
1447,28,male,2,own,little,moderate,2827,36,car,bad
1448,28,male,1,own,little,NA,944,24,education,good
1449,31,male,2,own,little,moderate,1063,18,car,bad
1450,50,male,1,own,little,moderate,3131,12,car,good
1451,27,female,2,rent,little,NA,1395,9,furniture/equipment,good
1452,34,male,1,rent,little,moderate,2391,36,repairs,bad
1453,53,female,3,free,NA,NA,2140,12,car,good
1454,21,female,2,rent,little,little,2046,18,furniture/equipment,bad
1455,37,male,2,rent,little,little,2806,9,car,good
1456,22,male,1,own,little,little,1296,12,furniture/equipment,good
1457,48,male,1,own,little,little,1224,18,domestic appliances,bad
1458,61,male,2,own,little,little,2253,12,furniture/equipment,bad
1459,59,female,1,own,little,little,392,12,radio/TV,good
1460,43,female,2,rent,NA,moderate,1972,24,car,good
1461,37,female,1,own,rich,NA,1579,21,business,good
1462,21,female,1,rent,little,moderate,2725,24,car,bad
1463,41,male,3,own,NA,little,1365,24,vacation/others,bad
1464,33,female,1,own,moderate,moderate,938,6,car,bad
1465,28,female,0,own,little,little,757,18,education,bad
1466,39,male,1,own,little,moderate,1315,15,repairs,good
1467,41,male,3,own,moderate,NA,4630,15,education,bad
1468,33,male,2,own,little,NA,1858,24,radio/TV,good
1469,32,male,3,own,little,little,1887,18,radio/TV,good
1470,27,male,2,rent,NA,NA,7987,36,business,bad
1471,32,male,2,own,little,little,4590,30,furniture/equipment,good
1472,26,female,2,own,quite rich,NA,1393,12,car,bad
1473,38,male,2,free,little,rich,954,24,car,bad
1474,40,male,1,rent,little,little,691,12,education,bad
1475,50,male,3,free,little,little,7483,48,education,good
1476,37,male,1,own,little,moderate,1929,12,furniture/equipment,bad
1477,45,male,2,own,little,little,2310,24,car,bad
1478,42,male,3,own,moderate,moderate,8093,36,car,bad
1479,35,male,2,own,little,NA,2353,24,car,good
1480,22,male,2,free,little,little,3980,14,car,good
1481,41,male,1,own,little,moderate,895,12,car,bad
1482,37,male,2,own,NA,NA,10229,48,radio/TV,good
1483,28,female,2,own,little,moderate,4228,30,business,good
1484,41,male,2,own,little,moderate,6368,18,furniture/equipment,good
1485,23,male,2,rent,little,rich,1304,12,radio/TV,good
1486,23,male,2,own,NA,little,907,12,car,bad
1487,50,male,2,own,little,NA,2248,21,furniture/equipment,good
1488,35,male,3,own,little,moderate,1057,6,furniture/equipment,good
1489,50,female,1,own,little,rich,1054,6,education,good
1490,27,male,3,own,little,NA,6321,24,vacation/others,good
1491,34,male,2,own,rich,moderate,3503,30,furniture/equipment,good
1492,27,female,2,own,little,NA,3616,48,business,good
1493,43,male,2,rent,little,little,4850,12,car,bad
1494,47,male,2,own,little,rich,3024,30,radio/TV,good
1495,27,male,1,own,moderate,NA,4146,24,business,good
1496,31,male,2,own,moderate,NA,5749,36,business,good
1497,42,male,3,own,little,NA,10373,60,car,good
1498,24,male,2,own,quite rich,NA,2087,6,car,good
1499,41,male,1,own,quite rich,NA,2587,21,business,bad
1500,26,female,3,rent,little,NA,4537,30,radio/TV,good
1501,33,male,2,own,little,NA,5157,24,furniture/equipment,good
1502,24,male,2,own,moderate,moderate,5602,72,radio/TV,bad
1503,64,male,1,rent,little,little,2391,24,radio/TV,good
1504,26,female,2,own,little,NA,1460,18,radio/TV,good
1505,56,female,2,own,little,NA,1545,6,education,good
1506,37,male,2,free,NA,NA,2286,12,radio/TV,good
1507,33,male,2,own,little,NA,1485,15,radio/TV,good
